                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     66,                 1.2245,                0.99002,                 1.5712,                0.80589,                0.78104,                0.85114,                0.50281,                 1.0612,                 1.1775,                 1.3104,               0.000713,               0.000713,               0.000713
                     67,                 1.2172,                 1.0138,                  1.553,                0.77093,                0.80639,                0.84723,                0.49759,                 1.0603,                 1.1294,                  1.305,              0.0006932,              0.0006932,              0.0006932
                     68,                 1.2059,                 1.0301,                 1.5459,                0.75979,                0.79777,                0.83157,                0.49206,                 1.0723,                 1.1268,                 1.3108,              0.0006734,              0.0006734,              0.0006734
                     69,                 1.2036,                 1.0384,                 1.5689,                0.78278,                0.80367,                0.85041,                0.49822,                 1.0812,                 1.0927,                 1.3207,              0.0006536,              0.0006536,              0.0006536
                     70,                 1.1724,                0.96816,                 1.5417,                0.79165,                0.80436,                0.84911,                0.51149,                 1.0289,                 1.1901,                 1.2894,              0.0006338,              0.0006338,              0.0006338
                     71,                 1.1935,                 0.9963,                 1.5348,                0.78241,                0.79574,                0.84719,                0.49168,                 1.0855,                 1.1375,                 1.3171,               0.000614,               0.000614,               0.000614
                     72,                 1.2033,                0.98347,                 1.5717,                 0.7798,                0.80537,                0.84428,                0.50404,                 1.0453,                  0.994,                 1.2978,              0.0005942,              0.0005942,              0.0005942
                     73,                 1.1626,                0.98759,                 1.5286,                0.78243,                0.80537,                0.85041,                0.51455,                 1.0452,                  1.107,                 1.3042,              0.0005744,              0.0005744,              0.0005744
                     74,                 1.2025,                0.99928,                 1.5569,                0.80186,                0.79828,                0.85472,                0.50496,                 1.0714,                 1.0615,                 1.3065,              0.0005546,              0.0005546,              0.0005546
                     75,                 1.1761,                0.95055,                 1.5316,                0.78239,                0.82547,                 0.8576,                0.51225,                 1.0501,                 1.2321,                 1.2985,              0.0005348,              0.0005348,              0.0005348
                     76,                 1.1927,                0.99455,                   1.56,                0.77851,                 0.8106,                0.85235,                0.51272,                  1.041,                 1.1597,                 1.3068,               0.000515,               0.000515,               0.000515
                     77,                 1.1924,                0.94527,                 1.5628,                0.79193,                0.81652,                0.85971,                0.51212,                 1.0479,                  1.046,                 1.2928,              0.0004952,              0.0004952,              0.0004952
                     78,                 1.1891,                0.94044,                 1.5267,                0.79527,                0.79148,                 0.8599,                0.50576,                  1.055,                0.94356,                 1.3057,              0.0004754,              0.0004754,              0.0004754
                     79,                 1.1578,                 0.9555,                 1.5274,                0.76736,                 0.7927,                0.84314,                0.49598,                 1.0826,                 1.0932,                 1.3359,              0.0004556,              0.0004556,              0.0004556
                     80,                 1.1648,                0.95015,                 1.5329,                 0.8051,                0.81234,                0.86389,                0.50697,                 1.0498,                0.89778,                 1.2953,              0.0004358,              0.0004358,              0.0004358
                     81,                 1.1643,                0.91196,                 1.5537,                0.78306,                0.81044,                0.85585,                0.51695,                 1.0476,                 1.0758,                 1.3042,               0.000416,               0.000416,               0.000416
                     82,                  1.154,                0.91143,                 1.5205,                0.80735,                0.80233,                0.85617,                0.50667,                 1.0586,                 1.1084,                 1.2928,              0.0003962,              0.0003962,              0.0003962
                     83,                 1.1416,                0.92192,                 1.5147,                0.80444,                0.78809,                0.86287,                0.52127,                 1.0385,                0.99888,                 1.2946,              0.0003764,              0.0003764,              0.0003764
                     84,                 1.1551,                 0.9259,                  1.528,                0.80406,                0.82514,                0.86832,                0.51638,                 1.0522,                 1.0861,                 1.2967,              0.0003566,              0.0003566,              0.0003566
                     85,                 1.1358,                0.87093,                 1.5124,                0.80012,                 0.8359,                0.87654,                0.53667,                  1.011,                  1.023,                 1.2775,              0.0003368,              0.0003368,              0.0003368
                     86,                 1.1527,                0.90978,                  1.521,                 0.7932,                0.81843,                 0.8668,                0.52076,                 1.0461,                 1.0155,                 1.2885,               0.000317,               0.000317,               0.000317
                     87,                 1.1108,                0.91547,                 1.4712,                0.79543,                0.82378,                0.86784,                0.52107,                 1.0342,                0.91022,                 1.2839,              0.0002972,              0.0002972,              0.0002972
                     88,                 1.1229,                0.89549,                 1.4863,                0.78575,                0.83882,                0.86859,                0.53528,                 1.0213,                 1.0535,                 1.2786,              0.0002774,              0.0002774,              0.0002774
                     89,                 1.1309,                0.88559,                 1.4721,                0.79198,                0.82203,                0.87138,                0.53473,                 1.0081,                   1.02,                  1.269,              0.0002576,              0.0002576,              0.0002576
                     90,                 1.1138,                 0.9011,                 1.4851,                0.80612,                0.81763,                0.86779,                0.53168,                 1.0117,                 1.0928,                 1.2733,              0.0002378,              0.0002378,              0.0002378
                     91,                 1.0323,                0.81501,                 1.3819,                0.80352,                0.81046,                0.86513,                0.53211,                 1.0357,                0.88742,                 1.2878,               0.000218,               0.000218,               0.000218
                     92,                 1.0158,                0.80476,                  1.359,                0.79165,                0.83195,                  0.872,                0.54408,                 1.0121,                 0.8799,                 1.2724,              0.0001982,              0.0001982,              0.0001982
                     93,                 1.0027,                0.79429,                 1.3472,                0.79943,                0.83027,                0.87472,                 0.5412,                 1.0139,                0.86455,                 1.2729,              0.0001784,              0.0001784,              0.0001784
                     94,                 1.0268,                0.78029,                 1.3682,                0.82183,                0.80889,                0.87573,                0.54709,                 1.0052,                0.86998,                  1.272,              0.0001586,              0.0001586,              0.0001586
                     95,                 1.0234,                0.77479,                 1.3637,                0.80168,                0.82156,                0.87357,                0.54473,                 1.0048,                0.85466,                 1.2733,              0.0001388,              0.0001388,              0.0001388
                     96,                0.99445,                0.79017,                 1.3332,                0.79809,                0.82738,                0.87028,                0.54253,                 1.0124,                0.84052,                  1.279,               0.000119,               0.000119,               0.000119
                     97,                 1.0054,                0.80456,                 1.3638,                0.81189,                0.82311,                0.87594,                0.54545,                 1.0013,                0.93948,                 1.2714,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                 1.0073,                0.78133,                 1.3347,                0.81523,                0.82058,                0.87689,                0.54886,                0.99993,                0.87357,                 1.2662,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                 1.0175,                0.77608,                  1.366,                0.80897,                0.83224,                0.87771,                0.54515,                 1.0063,                0.88958,                  1.272,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.99003,                 0.7562,                 1.3421,                0.80006,                0.82261,                0.87402,                0.54833,                 1.0031,                0.91454,                 1.2666,               3.98e-05,               3.98e-05,               3.98e-05
